No.,ID,Name Variable,Value,Timestamp,Kind of Data,Connected Wifi
342,D3006,TOTAL_CNT_TR4,8330,2024-04-27T16:34:45.316368,Counting,1
517,Y34,S2/out/07,1,2024-04-27T16:34:45.334389,Output,1
343,D3020,GOOD_CNT_TR1,8069,2024-04-27T16:34:45.439085,Counting,1
518,Y35,S2/out/08,1,2024-04-27T16:34:45.464303,Output,1
529,D100,Encoder Value,252,2024-04-27T16:34:45.500303,Encoder,1
344,D3022,GOOD_CNT_TR2,8119,2024-04-27T16:34:45.576174,Counting,1
519,Y36,S2/out/09,1,2024-04-27T16:34:45.600964,Output,1
530,D100,Encoder Value,337,2024-04-27T16:34:45.629192,Encoder,1
122,X33,S2/in/00,0,2024-04-27T16:34:45.673713,Input,1
345,D3024,GOOD_CNT_TR3,7952,2024-04-27T16:34:45.701843,Counting,1
520,Y207,S2/out/16,0,2024-04-27T16:34:45.735413,Output,1
531,D100,Encoder Value,392,2024-04-27T16:34:45.784122,Encoder,1
123,X34,S2/in/01,1,2024-04-27T16:34:45.821116,Input,1
346,D3026,GOOD_CNT_TR4,7995,2024-04-27T16:34:45.849046,Counting,1
521,Y210,S2/out/17,0,2024-04-27T16:34:45.885995,Output,1
532,D100,Encoder Value,452,2024-04-27T16:34:45.955698,Encoder,1
347,D3039,productCount,-32146,2024-04-27T16:34:46.002835,Counting,1
533,D100,Encoder Value,498,2024-04-27T16:34:46.093802,Encoder,1
534,D100,Encoder Value,555,2024-04-27T16:34:46.256851,Encoder,1
522,Y22,S2/out/01,0,2024-04-27T16:34:46.300568,Output,1
535,D100,Encoder Value,602,2024-04-27T16:34:46.395409,Encoder,1
523,Y33,S2/out/06,0,2024-04-27T16:34:46.425182,Output,1
536,D100,Encoder Value,653,2024-04-27T16:34:46.542727,Encoder,1
524,Y34,S2/out/07,0,2024-04-27T16:34:46.566253,Output,1
537,D100,Encoder Value,700,2024-04-27T16:34:46.677861,Encoder,1
525,Y35,S2/out/08,0,2024-04-27T16:34:46.766488,Output,1
538,D100,Encoder Value,742,2024-04-27T16:34:46.797257,Encoder,1
526,Y36,S2/out/09,0,2024-04-27T16:34:46.887231,Output,1
539,D100,Encoder Value,790,2024-04-27T16:34:46.930599,Encoder,1
540,D100,Encoder Value,831,2024-04-27T16:34:47.049418,Encoder,1
124,X33,S2/in/00,1,2024-04-27T16:34:47.075118,Input,1
527,Y27,S2/out/02,1,2024-04-27T16:34:47.118067,Output,1
541,D100,Encoder Value,877,2024-04-27T16:34:47.177883,Encoder,1
528,Y207,S2/out/16,1,2024-04-27T16:34:47.229818,Output,1
542,D100,Encoder Value,921,2024-04-27T16:34:47.305968,Encoder,1
529,Y210,S2/out/17,1,2024-04-27T16:34:47.350083,Output,1
125,X34,S2/in/01,0,2024-04-27T16:34:47.405316,Input,1
543,D100,Encoder Value,969,2024-04-27T16:34:47.449684,Encoder,1
530,Y22,S2/out/01,1,2024-04-27T16:34:47.568616,Output,1
348,D3012,goodProductRaw,32139,2024-04-27T16:34:47.646941,Counting,1
544,D100,Encoder Value,9,2024-04-27T16:34:47.666977,Encoder,1
531,Y27,S2/out/02,0,2024-04-27T16:34:47.697777,Output,1
349,D3150,ACT_BATCH_CNT,1826,2024-04-27T16:34:47.774415,Counting,1
545,D100,Encoder Value,91,2024-04-27T16:34:47.804781,Encoder,1
532,Y33,S2/out/06,1,2024-04-27T16:34:47.826490,Output,1
350,D3000,TOTAL_CNT_TR1,8360,2024-04-27T16:34:47.907340,Counting,1
351,D3002,TOTAL_CNT_TR2,8354,2024-04-27T16:34:47.931948,Counting,1
546,D100,Encoder Value,147,2024-04-27T16:34:47.967636,Encoder,1
352,D3004,TOTAL_CNT_TR3,8349,2024-04-27T16:34:48.056835,Counting,1
533,Y34,S2/out/07,1,2024-04-27T16:34:48.072704,Output,1
547,D100,Encoder Value,198,2024-04-27T16:34:48.108939,Encoder,1
534,Y35,S2/out/08,1,2024-04-27T16:34:48.201376,Output,1
535,Y36,S2/out/09,1,2024-04-27T16:34:48.218878,Output,1
548,D100,Encoder Value,252,2024-04-27T16:34:48.265790,Encoder,1
549,D100,Encoder Value,266,2024-04-27T16:34:48.306015,Encoder,1
126,X33,S2/in/00,0,2024-04-27T16:34:48.348403,Input,1
536,Y207,S2/out/16,0,2024-04-27T16:34:48.418767,Output,1
550,D100,Encoder Value,332,2024-04-27T16:34:48.496971,Encoder,1
537,Y210,S2/out/17,0,2024-04-27T16:34:48.597905,Output,1
353,D3006,TOTAL_CNT_TR4,8331,2024-04-27T16:34:48.642840,Counting,1
551,D100,Encoder Value,397,2024-04-27T16:34:48.677277,Encoder,1
538,Y211,S2/out/18,1,2024-04-27T16:34:48.739580,Output,1
354,D3020,GOOD_CNT_TR1,8070,2024-04-27T16:34:48.768182,Counting,1
127,X34,S2/in/01,1,2024-04-27T16:34:48.802723,Input,1
539,Y211,S2/out/18,0,2024-04-27T16:34:48.897081,Output,1
355,D3022,GOOD_CNT_TR2,8120,2024-04-27T16:34:48.926263,Counting,1
552,D100,Encoder Value,454,2024-04-27T16:34:48.961770,Encoder,1
540,Y22,S2/out/01,0,2024-04-27T16:34:49.053381,Output,1
553,D100,Encoder Value,540,2024-04-27T16:34:49.093686,Encoder,1
356,D3024,GOOD_CNT_TR3,7953,2024-04-27T16:34:49.226508,Counting,1
541,Y33,S2/out/06,0,2024-04-27T16:34:49.252573,Output,1
554,D100,Encoder Value,612,2024-04-27T16:34:49.302270,Encoder,1
357,D3026,GOOD_CNT_TR4,7996,2024-04-27T16:34:49.354381,Counting,1
542,Y34,S2/out/07,0,2024-04-27T16:34:49.381906,Output,1
543,Y35,S2/out/08,0,2024-04-27T16:34:49.415434,Output,1
358,D3039,productCount,-32142,2024-04-27T16:34:49.501732,Counting,1
544,Y36,S2/out/09,0,2024-04-27T16:34:49.528496,Output,1
555,D100,Encoder Value,670,2024-04-27T16:34:49.568730,Encoder,1
556,D100,Encoder Value,743,2024-04-27T16:34:49.682142,Encoder,1
545,Y27,S2/out/02,1,2024-04-27T16:34:49.739565,Output,1
557,D100,Encoder Value,784,2024-04-27T16:34:49.794223,Encoder,1
546,Y207,S2/out/16,1,2024-04-27T16:34:49.847472,Output,1
558,D100,Encoder Value,829,2024-04-27T16:34:49.924006,Encoder,1
128,X33,S2/in/00,1,2024-04-27T16:34:49.955695,Input,1
559,D100,Encoder Value,873,2024-04-27T16:34:50.043475,Encoder,1
547,Y210,S2/out/17,1,2024-04-27T16:34:50.078179,Output,1
560,D100,Encoder Value,918,2024-04-27T16:34:50.175453,Encoder,1
359,D3012,goodProductRaw,32143,2024-04-27T16:34:50.265896,Counting,1
561,D100,Encoder Value,958,2024-04-27T16:34:50.295420,Encoder,1
129,X34,S2/in/01,0,2024-04-27T16:34:50.369422,Input,1
360,D3150,ACT_BATCH_CNT,1830,2024-04-27T16:34:50.391616,Counting,1
548,Y22,S2/out/01,1,2024-04-27T16:34:50.412757,Output,1
549,Y27,S2/out/02,0,2024-04-27T16:34:50.450410,Output,1
550,Y33,S2/out/06,1,2024-04-27T16:34:50.478418,Output,1
361,D3000,TOTAL_CNT_TR1,8361,2024-04-27T16:34:50.563203,Counting,1
562,D100,Encoder Value,62,2024-04-27T16:34:50.596942,Encoder,1
551,Y34,S2/out/07,1,2024-04-27T16:34:50.621470,Output,1
362,D3002,TOTAL_CNT_TR2,8355,2024-04-27T16:34:50.701275,Counting,1
552,Y35,S2/out/08,1,2024-04-27T16:34:50.741029,Output,1
363,D3004,TOTAL_CNT_TR3,8350,2024-04-27T16:34:50.813727,Counting,1
563,D100,Encoder Value,111,2024-04-27T16:34:50.832825,Encoder,1
553,Y36,S2/out/09,1,2024-04-27T16:34:50.868350,Output,1
364,D3006,TOTAL_CNT_TR4,8332,2024-04-27T16:34:50.951088,Counting,1
564,D100,Encoder Value,194,2024-04-27T16:34:50.974624,Encoder,1
554,Y207,S2/out/16,0,2024-04-27T16:34:50.997666,Output,1
365,D3020,GOOD_CNT_TR1,8071,2024-04-27T16:34:51.072983,Counting,1
565,D100,Encoder Value,240,2024-04-27T16:34:51.107213,Encoder,1
366,D3022,GOOD_CNT_TR2,8121,2024-04-27T16:34:51.180516,Counting,1
566,D100,Encoder Value,282,2024-04-27T16:34:51.230487,Encoder,1
130,X33,S2/in/00,0,2024-04-27T16:34:51.293346,Input,1
555,Y206,S2/out/15,1,2024-04-27T16:34:51.327738,Output,1
567,D100,Encoder Value,332,2024-04-27T16:34:51.371185,Encoder,1
367,D3024,GOOD_CNT_TR3,7954,2024-04-27T16:34:51.414289,Counting,1
556,Y210,S2/out/17,0,2024-04-27T16:34:51.454137,Output,1
568,D100,Encoder Value,381,2024-04-27T16:34:51.509755,Encoder,1
368,D3026,GOOD_CNT_TR4,7997,2024-04-27T16:34:51.545785,Counting,1
131,X34,S2/in/01,1,2024-04-27T16:34:51.566135,Input,1
557,Y211,S2/out/18,1,2024-04-27T16:34:51.605773,Output,1
569,D100,Encoder Value,470,2024-04-27T16:34:51.768024,Encoder,1
369,D3039,productCount,-32138,2024-04-27T16:34:51.793999,Counting,1
570,D100,Encoder Value,516,2024-04-27T16:34:51.900496,Encoder,1
558,Y206,S2/out/15,0,2024-04-27T16:34:51.946171,Output,1
571,D100,Encoder Value,560,2024-04-27T16:34:52.029307,Encoder,1
559,Y211,S2/out/18,0,2024-04-27T16:34:52.065873,Output,1
572,D100,Encoder Value,640,2024-04-27T16:34:52.347438,Encoder,1
560,Y22,S2/out/01,0,2024-04-27T16:34:52.352603,Output,1
573,D100,Encoder Value,711,2024-04-27T16:34:52.464433,Encoder,1
561,Y33,S2/out/06,0,2024-04-27T16:34:52.558208,Output,1
574,D100,Encoder Value,757,2024-04-27T16:34:52.597395,Encoder,1
132,X33,S2/in/00,1,2024-04-27T16:34:52.690677,Input,1
575,D100,Encoder Value,805,2024-04-27T16:34:52.731439,Encoder,1
562,Y34,S2/out/07,0,2024-04-27T16:34:52.804847,Output,1
576,D100,Encoder Value,852,2024-04-27T16:34:52.865218,Encoder,1
563,Y35,S2/out/08,0,2024-04-27T16:34:52.922998,Output,1
133,X34,S2/in/01,0,2024-04-27T16:34:52.954537,Input,1
577,D100,Encoder Value,907,2024-04-27T16:34:53.023546,Encoder,1
564,Y36,S2/out/09,0,2024-04-27T16:34:53.075067,Output,1
578,D100,Encoder Value,957,2024-04-27T16:34:53.168008,Encoder,1
565,Y22,S2/out/01,1,2024-04-27T16:34:53.213586,Output,1
579,D100,Encoder Value,2,2024-04-27T16:34:53.296982,Encoder,1
566,Y33,S2/out/06,1,2024-04-27T16:34:53.327359,Output,1
370,D3012,goodProductRaw,32147,2024-04-27T16:34:53.405653,Counting,1
580,D100,Encoder Value,49,2024-04-27T16:34:53.438177,Encoder,1
567,Y34,S2/out/07,1,2024-04-27T16:34:53.465338,Output,1
371,D3150,ACT_BATCH_CNT,1834,2024-04-27T16:34:53.542987,Counting,1
581,D100,Encoder Value,97,2024-04-27T16:34:53.580763,Encoder,1
372,D3000,TOTAL_CNT_TR1,8362,2024-04-27T16:34:53.655924,Counting,1
568,Y35,S2/out/08,1,2024-04-27T16:34:53.684604,Output,1
582,D100,Encoder Value,144,2024-04-27T16:34:53.713190,Encoder,1
373,D3002,TOTAL_CNT_TR2,8356,2024-04-27T16:34:53.777723,Counting,1
569,Y36,S2/out/09,1,2024-04-27T16:34:53.792068,Output,1
583,D100,Encoder Value,193,2024-04-27T16:34:53.851918,Encoder,1
374,D3004,TOTAL_CNT_TR3,8351,2024-04-27T16:34:53.906180,Counting,1
584,D100,Encoder Value,238,2024-04-27T16:34:53.981322,Encoder,1
375,D3006,TOTAL_CNT_TR4,8333,2024-04-27T16:34:54.024696,Counting,1
570,Y206,S2/out/15,1,2024-04-27T16:34:54.069098,Output,1
376,D3020,GOOD_CNT_TR1,8072,2024-04-27T16:34:54.149365,Counting,1
134,X33,S2/in/00,0,2024-04-27T16:34:54.182422,Input,1
585,D100,Encoder Value,288,2024-04-27T16:34:54.243719,Encoder,1
377,D3022,GOOD_CNT_TR2,8122,2024-04-27T16:34:54.286179,Counting,1
571,Y211,S2/out/18,1,2024-04-27T16:34:54.329369,Output,1
586,D100,Encoder Value,380,2024-04-27T16:34:54.385502,Encoder,1
378,D3024,GOOD_CNT_TR3,7955,2024-04-27T16:34:54.423803,Counting,1
135,X34,S2/in/01,1,2024-04-27T16:34:54.466874,Input,1
379,D3026,GOOD_CNT_TR4,7998,2024-04-27T16:34:54.567447,Counting,1
572,Y206,S2/out/15,0,2024-04-27T16:34:54.607027,Output,1
587,D100,Encoder Value,439,2024-04-27T16:34:54.664144,Encoder,1
380,D3039,productCount,-32134,2024-04-27T16:34:54.720923,Counting,1
588,D100,Encoder Value,537,2024-04-27T16:34:54.836149,Encoder,1
573,Y22,S2/out/01,0,2024-04-27T16:34:54.887742,Output,1
589,D100,Encoder Value,582,2024-04-27T16:34:54.969721,Encoder,1
574,Y33,S2/out/06,0,2024-04-27T16:34:55.006292,Output,1
590,D100,Encoder Value,622,2024-04-27T16:34:55.088234,Encoder,1
575,Y34,S2/out/07,0,2024-04-27T16:34:55.107279,Output,1
591,D100,Encoder Value,663,2024-04-27T16:34:55.206348,Encoder,1
576,Y35,S2/out/08,0,2024-04-27T16:34:55.224760,Output,1
592,D100,Encoder Value,706,2024-04-27T16:34:55.329804,Encoder,1
577,Y36,S2/out/09,0,2024-04-27T16:34:55.418991,Output,1
593,D100,Encoder Value,747,2024-04-27T16:34:55.449741,Encoder,1
578,Y211,S2/out/18,0,2024-04-27T16:34:55.537322,Output,1
594,D100,Encoder Value,793,2024-04-27T16:34:55.577151,Encoder,1
595,D100,Encoder Value,836,2024-04-27T16:34:55.697560,Encoder,1
136,X33,S2/in/00,1,2024-04-27T16:34:55.735515,Input,1
579,Y27,S2/out/02,1,2024-04-27T16:34:55.770137,Output,1
596,D100,Encoder Value,885,2024-04-27T16:34:55.836468,Encoder,1
137,X34,S2/in/01,0,2024-04-27T16:34:55.868529,Input,1
580,Y207,S2/out/16,1,2024-04-27T16:34:55.907765,Output,1
581,Y210,S2/out/17,1,2024-04-27T16:34:55.944300,Output,1
381,D3012,goodProductRaw,32151,2024-04-27T16:34:56.025531,Counting,1
582,Y22,S2/out/01,1,2024-04-27T16:34:56.076864,Output,1
597,D100,Encoder Value,946,2024-04-27T16:34:56.119610,Encoder,1
382,D3150,ACT_BATCH_CNT,1838,2024-04-27T16:34:56.153848,Counting,1
583,Y27,S2/out/02,0,2024-04-27T16:34:56.208649,Output,1
598,D100,Encoder Value,29,2024-04-27T16:34:56.259496,Encoder,1
383,D3000,TOTAL_CNT_TR1,8363,2024-04-27T16:34:56.285500,Counting,1
584,Y33,S2/out/06,1,2024-04-27T16:34:56.343635,Output,1
599,D100,Encoder Value,80,2024-04-27T16:34:56.407907,Encoder,1
585,Y34,S2/out/07,1,2024-04-27T16:34:56.462375,Output,1
384,D3002,TOTAL_CNT_TR2,8357,2024-04-27T16:34:56.520264,Counting,1
586,Y35,S2/out/08,1,2024-04-27T16:34:56.585473,Output,1
385,D3004,TOTAL_CNT_TR3,8352,2024-04-27T16:34:56.642651,Counting,1
600,D100,Encoder Value,131,2024-04-27T16:34:56.665486,Encoder,1
587,Y36,S2/out/09,1,2024-04-27T16:34:56.717350,Output,1
386,D3006,TOTAL_CNT_TR4,8334,2024-04-27T16:34:56.774537,Counting,1
601,D100,Encoder Value,220,2024-04-27T16:34:56.807698,Encoder,1
588,Y207,S2/out/16,0,2024-04-27T16:34:56.855803,Output,1
387,D3020,GOOD_CNT_TR1,8073,2024-04-27T16:34:56.911224,Counting,1
602,D100,Encoder Value,271,2024-04-27T16:34:56.954930,Encoder,1
589,Y210,S2/out/17,0,2024-04-27T16:34:56.990376,Output,1
388,D3022,GOOD_CNT_TR2,8123,2024-04-27T16:34:57.051515,Counting,1
603,D100,Encoder Value,323,2024-04-27T16:34:57.106840,Encoder,1
138,X33,S2/in/00,0,2024-04-27T16:34:57.157435,Input,1
389,D3024,GOOD_CNT_TR3,7956,2024-04-27T16:34:57.185352,Counting,1
604,D100,Encoder Value,373,2024-04-27T16:34:57.244782,Encoder,1
390,D3026,GOOD_CNT_TR4,7999,2024-04-27T16:34:57.296574,Counting,1
590,Y206,S2/out/15,1,2024-04-27T16:34:57.351555,Output,1
139,X34,S2/in/01,1,2024-04-27T16:34:57.414992,Input,1
391,D3039,productCount,-32130,2024-04-27T16:34:57.445196,Counting,1
591,Y211,S2/out/18,1,2024-04-27T16:34:57.505532,Output,1
605,D100,Encoder Value,424,2024-04-27T16:34:57.527074,Encoder,1
606,D100,Encoder Value,513,2024-04-27T16:34:57.650998,Encoder,1
592,Y206,S2/out/15,0,2024-04-27T16:34:57.823893,Output,1
607,D100,Encoder Value,554,2024-04-27T16:34:57.878767,Encoder,1
593,Y211,S2/out/18,0,2024-04-27T16:34:57.967158,Output,1
594,Y22,S2/out/01,0,2024-04-27T16:34:58.176378,Output,1
608,D100,Encoder Value,672,2024-04-27T16:34:58.206935,Encoder,1
595,Y33,S2/out/06,0,2024-04-27T16:34:58.295434,Output,1
609,D100,Encoder Value,751,2024-04-27T16:34:58.339700,Encoder,1
610,D100,Encoder Value,796,2024-04-27T16:34:58.464811,Encoder,1
596,Y34,S2/out/07,0,2024-04-27T16:34:58.508067,Output,1
611,D100,Encoder Value,842,2024-04-27T16:34:58.592039,Encoder,1
597,Y35,S2/out/08,0,2024-04-27T16:34:58.619535,Output,1
140,X33,S2/in/00,1,2024-04-27T16:34:58.708683,Input,1
598,Y36,S2/out/09,0,2024-04-27T16:34:58.758537,Output,1
612,D100,Encoder Value,895,2024-04-27T16:34:58.847458,Encoder,1
141,X34,S2/in/01,0,2024-04-27T16:34:58.948229,Input,1
613,D100,Encoder Value,976,2024-04-27T16:34:58.980638,Encoder,1
599,Y22,S2/out/01,1,2024-04-27T16:34:59.010559,Output,1
392,D3012,goodProductRaw,32155,2024-04-27T16:34:59.105022,Counting,1
614,D100,Encoder Value,27,2024-04-27T16:34:59.128252,Encoder,1
393,D3150,ACT_BATCH_CNT,1842,2024-04-27T16:34:59.212127,Counting,1
600,Y33,S2/out/06,1,2024-04-27T16:34:59.230712,Output,1
615,D100,Encoder Value,72,2024-04-27T16:34:59.260763,Encoder,1
394,D3000,TOTAL_CNT_TR1,8364,2024-04-27T16:34:59.340242,Counting,1
601,Y34,S2/out/07,1,2024-04-27T16:34:59.360290,Output,1
616,D100,Encoder Value,122,2024-04-27T16:34:59.404418,Encoder,1
395,D3002,TOTAL_CNT_TR2,8358,2024-04-27T16:34:59.477416,Counting,1
602,Y35,S2/out/08,1,2024-04-27T16:34:59.500229,Output,1
617,D100,Encoder Value,174,2024-04-27T16:34:59.550756,Encoder,1
396,D3004,TOTAL_CNT_TR3,8353,2024-04-27T16:34:59.605273,Counting,1
603,Y36,S2/out/09,1,2024-04-27T16:34:59.625929,Output,1
618,D100,Encoder Value,221,2024-04-27T16:34:59.689500,Encoder,1
397,D3006,TOTAL_CNT_TR4,8335,2024-04-27T16:34:59.731229,Counting,1
619,D100,Encoder Value,266,2024-04-27T16:34:59.817290,Encoder,1
398,D3020,GOOD_CNT_TR1,8074,2024-04-27T16:34:59.844378,Counting,1
604,Y30,S2/out/03,1,2024-04-27T16:34:59.872379,Output,1
620,D100,Encoder Value,315,2024-04-27T16:34:59.960878,Encoder,1
399,D3022,GOOD_CNT_TR2,8124,2024-04-27T16:34:59.982628,Counting,1
605,Y206,S2/out/15,1,2024-04-27T16:35:00.009655,Output,1
142,X33,S2/in/00,0,2024-04-27T16:35:00.103072,Input,1
621,D100,Encoder Value,381,2024-04-27T16:35:00.142657,Encoder,1
606,Y30,S2/out/03,0,2024-04-27T16:35:00.178907,Output,1
607,Y211,S2/out/18,1,2024-04-27T16:35:00.212907,Output,1
400,D3024,GOOD_CNT_TR3,7957,2024-04-27T16:35:00.297081,Counting,1
622,D100,Encoder Value,448,2024-04-27T16:35:00.335614,Encoder,1
608,Y206,S2/out/15,0,2024-04-27T16:35:00.382478,Output,1
143,X34,S2/in/01,1,2024-04-27T16:35:00.426241,Input,1
401,D3026,GOOD_CNT_TR4,8000,2024-04-27T16:35:00.455330,Counting,1
623,D100,Encoder Value,502,2024-04-27T16:35:00.495680,Encoder,1
609,Y211,S2/out/18,0,2024-04-27T16:35:00.532487,Output,1
402,D3039,productCount,-32126,2024-04-27T16:35:00.584749,Counting,1
624,D100,Encoder Value,550,2024-04-27T16:35:00.634024,Encoder,1
625,D100,Encoder Value,590,2024-04-27T16:35:00.748183,Encoder,1
610,Y22,S2/out/01,0,2024-04-27T16:35:00.842300,Output,1
626,D100,Encoder Value,638,2024-04-27T16:35:00.891850,Encoder,1
611,Y33,S2/out/06,0,2024-04-27T16:35:00.968865,Output,1
627,D100,Encoder Value,681,2024-04-27T16:35:01.014057,Encoder,1
612,Y34,S2/out/07,0,2024-04-27T16:35:01.070626,Output,1
628,D100,Encoder Value,720,2024-04-27T16:35:01.126821,Encoder,1
613,Y35,S2/out/08,0,2024-04-27T16:35:01.179262,Output,1
629,D100,Encoder Value,765,2024-04-27T16:35:01.255753,Encoder,1
614,Y36,S2/out/09,0,2024-04-27T16:35:01.292196,Output,1
144,X33,S2/in/00,1,2024-04-27T16:35:01.355344,Input,1
630,D100,Encoder Value,813,2024-04-27T16:35:01.388995,Encoder,1
631,D100,Encoder Value,853,2024-04-27T16:35:01.503022,Encoder,1
615,Y27,S2/out/02,1,2024-04-27T16:35:01.519529,Output,1
145,X34,S2/in/01,0,2024-04-27T16:35:01.575628,Input,1
632,D100,Encoder Value,895,2024-04-27T16:35:01.620836,Encoder,1
616,Y207,S2/out/16,1,2024-04-27T16:35:01.714791,Output,1
633,D100,Encoder Value,937,2024-04-27T16:35:01.744178,Encoder,1
617,Y210,S2/out/17,1,2024-04-27T16:35:01.828113,Output,1
634,D100,Encoder Value,979,2024-04-27T16:35:01.868111,Encoder,1
403,D3012,goodProductRaw,32159,2024-04-27T16:35:01.898776,Counting,1
618,Y22,S2/out/01,1,2024-04-27T16:35:01.960575,Output,1
635,D100,Encoder Value,23,2024-04-27T16:35:02.005911,Encoder,1
404,D3150,ACT_BATCH_CNT,1846,2024-04-27T16:35:02.030979,Counting,1
619,Y27,S2/out/02,0,2024-04-27T16:35:02.087860,Output,1
636,D100,Encoder Value,67,2024-04-27T16:35:02.132869,Encoder,1
620,Y33,S2/out/06,1,2024-04-27T16:35:02.195225,Output,1
405,D3000,TOTAL_CNT_TR1,8365,2024-04-27T16:35:02.235748,Counting,1
621,Y34,S2/out/07,1,2024-04-27T16:35:02.307141,Output,1
406,D3002,TOTAL_CNT_TR2,8359,2024-04-27T16:35:02.349934,Counting,1
637,D100,Encoder Value,112,2024-04-27T16:35:02.376992,Encoder,1
622,Y35,S2/out/08,1,2024-04-27T16:35:02.438793,Output,1
407,D3004,TOTAL_CNT_TR3,8354,2024-04-27T16:35:02.478567,Counting,1
638,D100,Encoder Value,198,2024-04-27T16:35:02.509240,Encoder,1
623,Y36,S2/out/09,1,2024-04-27T16:35:02.555642,Output,1
408,D3006,TOTAL_CNT_TR4,8336,2024-04-27T16:35:02.598769,Counting,1
639,D100,Encoder Value,244,2024-04-27T16:35:02.642399,Encoder,1
624,Y207,S2/out/16,0,2024-04-27T16:35:02.683032,Output,1
409,D3020,GOOD_CNT_TR1,8075,2024-04-27T16:35:02.724526,Counting,1
640,D100,Encoder Value,291,2024-04-27T16:35:02.779865,Encoder,1
625,Y210,S2/out/17,0,2024-04-27T16:35:02.810736,Output,1
146,X33,S2/in/00,0,2024-04-27T16:35:02.868105,Input,1
641,D100,Encoder Value,341,2024-04-27T16:35:02.923466,Encoder,1
410,D3022,GOOD_CNT_TR2,8125,2024-04-27T16:35:02.966517,Counting,1
642,D100,Encoder Value,388,2024-04-27T16:35:03.051345,Encoder,1
626,Y206,S2/out/15,1,2024-04-27T16:35:03.065546,Output,1
411,D3024,GOOD_CNT_TR3,7958,2024-04-27T16:35:03.099883,Counting,1
147,X34,S2/in/01,1,2024-04-27T16:35:03.133206,Input,1
643,D100,Encoder Value,437,2024-04-27T16:35:03.194132,Encoder,1
412,D3026,GOOD_CNT_TR4,8001,2024-04-27T16:35:03.238092,Counting,1
627,Y211,S2/out/18,1,2024-04-27T16:35:03.332171,Output,1
644,D100,Encoder Value,512,2024-04-27T16:35:03.413654,Encoder,1
413,D3039,productCount,-32122,2024-04-27T16:35:03.448483,Counting,1
645,D100,Encoder Value,564,2024-04-27T16:35:03.562595,Encoder,1
628,Y22,S2/out/01,0,2024-04-27T16:35:03.648922,Output,1
629,Y33,S2/out/06,0,2024-04-27T16:35:03.751830,Output,1
646,D100,Encoder Value,607,2024-04-27T16:35:03.781425,Encoder,1
630,Y34,S2/out/07,0,2024-04-27T16:35:03.875864,Output,1
647,D100,Encoder Value,690,2024-04-27T16:35:03.928590,Encoder,1
631,Y35,S2/out/08,0,2024-04-27T16:35:04.023677,Output,1
632,Y36,S2/out/09,0,2024-04-27T16:35:04.131556,Output,1
648,D100,Encoder Value,742,2024-04-27T16:35:04.176797,Encoder,1
633,Y206,S2/out/15,0,2024-04-27T16:35:04.269578,Output,1
148,X33,S2/in/00,1,2024-04-27T16:35:04.322782,Input,1
634,Y211,S2/out/18,0,2024-04-27T16:35:04.400914,Output,1
649,D100,Encoder Value,829,2024-04-27T16:35:04.448222,Encoder,1
650,D100,Encoder Value,914,2024-04-27T16:35:04.564739,Encoder,1
635,Y22,S2/out/01,1,2024-04-27T16:35:04.625761,Output,1
149,X34,S2/in/01,0,2024-04-27T16:35:04.676130,Input,1
651,D100,Encoder Value,963,2024-04-27T16:35:04.708232,Encoder,1
636,Y33,S2/out/06,1,2024-04-27T16:35:04.763286,Output,1
414,D3012,goodProductRaw,32163,2024-04-27T16:35:04.785815,Counting,1
652,D100,Encoder Value,13,2024-04-27T16:35:04.852277,Encoder,1
637,Y34,S2/out/07,1,2024-04-27T16:35:04.895421,Output,1
415,D3150,ACT_BATCH_CNT,1850,2024-04-27T16:35:04.928261,Counting,1
653,D100,Encoder Value,69,2024-04-27T16:35:05.016330,Encoder,1
638,Y35,S2/out/08,1,2024-04-27T16:35:05.054171,Output,1
639,Y36,S2/out/09,1,2024-04-27T16:35:05.074632,Output,1
654,D100,Encoder Value,117,2024-04-27T16:35:05.153539,Encoder,1
416,D3000,TOTAL_CNT_TR1,8366,2024-04-27T16:35:05.175605,Counting,1
640,Y210,S2/out/17,1,2024-04-27T16:35:05.195627,Output,1
655,D100,Encoder Value,164,2024-04-27T16:35:05.290183,Encoder,1
417,D3002,TOTAL_CNT_TR2,8360,2024-04-27T16:35:05.383030,Counting,1
656,D100,Encoder Value,210,2024-04-27T16:35:05.412711,Encoder,1
641,Y210,S2/out/17,0,2024-04-27T16:35:05.446584,Output,1
418,D3004,TOTAL_CNT_TR3,8355,2024-04-27T16:35:05.550308,Counting,1
419,D3006,TOTAL_CNT_TR4,8337,2024-04-27T16:35:05.653728,Counting,1
657,D100,Encoder Value,265,2024-04-27T16:35:05.676116,Encoder,1
642,Y206,S2/out/15,1,2024-04-27T16:35:05.697679,Output,1
150,X33,S2/in/00,0,2024-04-27T16:35:05.740428,Input,1
420,D3020,GOOD_CNT_TR1,8076,2024-04-27T16:35:05.805243,Counting,1
658,D100,Encoder Value,355,2024-04-27T16:35:05.836206,Encoder,1
151,X34,S2/in/01,1,2024-04-27T16:35:05.883449,Input,1
421,D3022,GOOD_CNT_TR2,8126,2024-04-27T16:35:05.943361,Counting,1
659,D100,Encoder Value,412,2024-04-27T16:35:05.998439,Encoder,1
422,D3024,GOOD_CNT_TR3,7959,2024-04-27T16:35:06.081540,Counting,1
